evidence_id,source_kind,authority,title,version_or_ref,commit_sha,repository,path,coordinate,url,current_or_historical,supports,limitation,accessed_utc
E-CORPUS-NEGOTIATION,repository-document,effect-build corpus,Producer/assembler negotiation,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/node-canon/producer-assembler-negotiation.md,producer output identity and assembler negotiation,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/node-canon/producer-assembler-negotiation.md,current-at-base,Assembler must authenticate producer output and target semantics.,Portable composition proposal.,2026-08-19T14:04:42Z
E-CORPUS-ADVERSARIAL,repository-document,effect-build corpus,Node adversarial examples,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/node-canon/adversarial-examples.md,"TOCTOU, assets, target, publication examples",https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/node-canon/adversarial-examples.md,current-at-base,"Falsifiers for identity, closure, repair, and publication.",Examples specify probes but are not execution evidence.,2026-08-19T14:04:42Z
E-CORPUS-RECORDED,repository-document,effect-build corpus,Node recorded execution audit,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/node-canon/recorded-execution-audit.md,Node SEA relation receipts,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/node-canon/recorded-execution-audit.md,historical-recorded-execution,Exact builder/base equality cells and mismatch falsifier.,Historical exact cells do not imply a range or current support.,2026-08-19T14:04:42Z
E-CORPUS-FALSIFIERS,repository-document,effect-build corpus,Node falsifiers and open questions,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/node-canon/falsifiers-and-open-questions.md,complete document,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/node-canon/falsifiers-and-open-questions.md,current-at-base,"Open runtime, target, mutation, and lifecycle questions.",Unknowns remain unresolved by documentation.,2026-08-19T14:04:42Z
E-CORPUS-LIFECYCLE,repository-document,effect-build corpus,Lifecycle taxonomy,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/lifecycle-observability/lifecycle-taxonomy.md,"one-shot, scoped process, runtime lookup, publication",https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/lifecycle-observability/lifecycle-taxonomy.md,current-at-base,Lifecycle and observability vocabulary.,"General architecture, not Node-specific execution evidence.",2026-08-19T14:04:42Z
E-CORPUS-OWNERSHIP,repository-document,effect-build corpus,Ownership laws,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/lifecycle-observability/ownership-laws.md,resource-result and publication ownership,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/lifecycle-observability/ownership-laws.md,current-at-base,"Caller-owned values, scope-borrowed intermediates, borrowed views.",Architecture law; provider adapters must prove it.,2026-08-19T14:04:42Z
E-CORPUS-COMPAT,repository-document,effect-build corpus,Compatibility boundary,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/COMPATIBILITY-BOUNDARY.md,"exact observations, known holes, no-install boundary",https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/COMPATIBILITY-BOUNDARY.md,current-at-base,Exact support evidence and no range inference.,"Policy boundary, not automatic admission.",2026-08-19T14:04:42Z
E-CORPUS-RELATIONS,repository-document,effect-build corpus,Relational compatibility model,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/compatibility-dx/relational-constraint-model.md,Node SEA builder/base and host/cache relations,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/compatibility-dx/relational-constraint-model.md,current-at-base,Non-overrideable builder/base and host/cache relations.,Prior wording treated builder/base as legacy-only; current direct selected-base mode corrects that.,2026-08-19T14:04:42Z
E-CORPUS-PREFLIGHT,repository-document,effect-build corpus,Preflight and mutation order,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/lanes/compatibility-dx/preflight-and-mutation-order.md,steps 1-25 and failure invariant,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/lanes/compatibility-dx/preflight-and-mutation-order.md,current-at-base,"Selection, relation evaluation, staging, verification, and atomic publication order.",Proposed core law; R4 execution proof pending.,2026-08-19T14:04:42Z
E-CORPUS-APPLE,repository-document,effect-build corpus,Apple distribution boundary,c4cefd0acc2b7854cc25513967af1a8d415ccab0,c4cefd0acc2b7854cc25513967af1a8d415ccab0,mannyc2/effect-build,research/post-0.3/corpus/APPLE-DISTRIBUTION-BOUNDARY.md,candidate correctness versus distribution operations,https://github.com/mannyc2/effect-build/blob/c4cefd0acc2b7854cc25513967af1a8d415ccab0/research/post-0.3/corpus/APPLE-DISTRIBUTION-BOUNDARY.md,current-at-base,"Ad-hoc candidate repair is distinct from Developer ID, notarization, containers, stapling, and Gatekeeper.",Apple distribution execution belongs to R9.,2026-08-19T14:04:42Z
E-NODE-26-TAG,release-tag,Node.js project,Node.js v26.7.0 release tag,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,release tag,tag commit and release message,https://github.com/nodejs/node/commit/b4f23d3619c98bed09af93a21192f6080197a8c6,current-reference,Pins the current source/docs reference used by this dossier.,A tag identifies source; it does not certify an effect-build cell.,2026-08-19T14:04:42Z
E-NODE-26-DOC-INTRO,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L124-L204; introduction/history and current direct workflow,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"SEA introduction history, direct build added v25.5.0, current direct workflow.",Documentation is Stability 1.1 / active development.,2026-08-19T14:04:42Z
E-NODE-26-DOC-CONFIG,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L205-L229; direct configuration fields and builder/base/cross-platform relations,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"mainFormat, executable, output, snapshot/cache, argv, assets, builder/base equality, cross-platform restriction.",Advertised shape only; exact binary capabilities and target cells remain unproved.,2026-08-19T14:04:42Z
E-NODE-26-DOC-ASSETS,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L230-L261; asset configuration and runtime example,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,Asset key/path configuration and runtime retrieval APIs.,"Does not prove arbitrary size, mutation, or lifetime behavior beyond API contract.",2026-08-19T14:04:42Z
E-NODE-26-DOC-SNAPSHOT-CACHE,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L262-L273; startup snapshot and V8 code cache,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"Snapshot execution phase, deserialize-main requirement, code-cache semantics, dynamic import caveat.",Performance and runtime correctness require exact execution.,2026-08-19T14:04:42Z
E-NODE-26-DOC-ARGV,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L274-L331; execArgv and execArgvExtension,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,Embedded Node arguments and none/env/cli extension policies.,Does not decide effect-build security defaults.,2026-08-19T14:04:42Z
E-NODE-26-DOC-RUNTIME,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L336-L375; node:sea runtime APIs,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"isSea, copied asset retrieval, Blob, raw no-copy view, keys.","Raw-view write warning is a safety caveat, not permission to mutate.",2026-08-19T14:04:42Z
E-NODE-26-DOC-LOADER,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,"L377-L450; CJS/ESM loading, import.meta, native addons",https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"CJS/ESM formats, builtins-only default loading, createRequire escape, import.meta, native-addon extraction.",Native-addon examples do not certify all targets; postject Linux arm64 container caveat is route-specific.,2026-08-19T14:04:42Z
E-NODE-26-DOC-LEGACY,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L451-L562; legacy blob generation and manual injection,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"Legacy --experimental-sea-config route, resource names, fuse, postject invocation, signature removal.",The example uses unpinned npx postject; it is not an exact injector identity.,2026-08-19T14:04:42Z
E-NODE-26-DOC-PLATFORMS,versioned-upstream-documentation,Node.js project,Single executable applications,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,doc/api/single-executable-applications.md,L563-L572; upstream CI platform coverage,https://github.com/nodejs/node/blob/v26.7.0/doc/api/single-executable-applications.md,current-reference,"Node CI regularly tests Windows, macOS arm64, and supported Linux except Alpine/s390x.",Upstream CI scope is not effect-build support admission and does not prove cross-target construction.,2026-08-19T14:04:42Z
E-NODE-24-DOC,versioned-upstream-documentation,Node.js project,Single executable applications,v24.19.0,,nodejs/node,doc/api/single-executable-applications.md,opening workflow and configuration; CJS-only legacy route,https://github.com/nodejs/node/blob/v24.19.0/doc/api/single-executable-applications.md,current-maintained-line,Node 24.19 uses legacy blob/injection and documents CommonJS-only mains.,No direct --build-sea or ESM main in this tagged line.,2026-08-19T14:04:42Z
E-NODE-22-DOC,versioned-upstream-documentation,Node.js project,Single executable applications,v22.23.2,,nodejs/node,doc/api/single-executable-applications.md,opening workflow and configuration; CJS-only legacy route,https://github.com/nodejs/node/blob/v22.23.2/doc/api/single-executable-applications.md,current-maintained-line,Node 22.23.2 uses legacy blob/injection and documents CommonJS-only mains.,No direct --build-sea or ESM main in this tagged line.,2026-08-19T14:04:42Z
E-NODE-26-SRC-BIN,versioned-upstream-source,Node.js project,SEA binary injection implementation,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,src/node_sea_bin.cc,FindSingleExecutableBlob; IsSingleExecutable; InjectIntoELF; InjectIntoMachO; InjectIntoPE; MarkSentinel; InjectResource; BuildSingleExecutable,https://github.com/nodejs/node/blob/v26.7.0/src/node_sea_bin.cc,current-reference,"In-core LIEF injection, optional executable selection, direct write, permission copying, no-HAVE_LIEF failure, Mach-O signature removal.","Source establishes behavior shape, not runtime success on unexecuted coordinates.",2026-08-19T14:04:42Z
E-NODE-26-SRC-SEA,versioned-upstream-source,Node.js project,SEA configuration/blob/runtime implementation,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,src/node_sea.cc,SeaSerializer::Write; SeaDeserializer::Read; ParseSingleExecutableConfig; GenerateSnapshotForSEA; GenerateCodeCache; BuildAssets; GenerateSingleExecutableBlob,https://github.com/nodejs/node/blob/v26.7.0/src/node_sea.cc,current-reference,"Config parsing, ESM/snapshot rejection, code-cache generation, asset reads, serialized borrowed views.","Source does not prove cancellation, remnants, or public support cells.",2026-08-19T14:04:42Z
E-NODE-26-LIEF,versioned-upstream-source,Node.js project,Bundled LIEF version header,v26.7.0,b4f23d3619c98bed09af93a21192f6080197a8c6,nodejs/node,deps/LIEF/include/LIEF/version.h,LIEF_VERSION 0.17.0-,https://github.com/nodejs/node/blob/v26.7.0/deps/LIEF/include/LIEF/version.h,current-reference,Pins the in-tree injector dependency visible in v26.7.0 source.,Node binary build flags still determine whether LIEF is present.,2026-08-19T14:04:42Z
E-NODE-INITIAL,upstream-commit,Node.js project,Initial SEA support,v19.7.0 / v18.16.0,164bfe82cc7bf94e99649e3584e9c031a26dc93d,nodejs/node,commit,commit message and diff; raw NODE_JS_CODE injection,https://github.com/nodejs/node/commit/164bfe82cc7bf94e99649e3584e9c031a26dc93d,historical,Initial raw-JavaScript CJS SEA route.,Different identity from the modern preparation-blob route.,2026-08-19T14:04:42Z
E-NODE-BLOB-JSON,upstream-commit,Node.js project,JSON configuration and SEA blob content,v20.0.0,491a5c968fd4e72e87f460cb583004dde10f4bbd,nodejs/node,commit,commit message and diff; PR #47125,https://github.com/nodejs/node/commit/491a5c968fd4e72e87f460cb583004dde10f4bbd,historical-boundary,Introduces the modern JSON configuration + preparation-blob route.,Does not identify or pin an external injector.,2026-08-19T14:04:42Z
E-NODE-SNAPSHOT,upstream-commit,Node.js project,Snapshot support in SEA,v20.6.0,ac34e7561ab4771ed1a953efc92dc851ed468e3d,nodejs/node,commit,commit message and diff; PR #46824,https://github.com/nodejs/node/commit/ac34e7561ab4771ed1a953efc92dc851ed468e3d,historical-boundary,Introduces useSnapshot in SEA.,Exact target/runtime behavior still needs execution proof.,2026-08-19T14:04:42Z
E-NODE-CJS-CACHE,upstream-commit,Node.js project,V8 code cache support in SEA,v20.6.0,6cd678965fed3f3e30efe267742c38f14c71151c,nodejs/node,commit,commit message and diff; PR #48191,https://github.com/nodejs/node/commit/6cd678965fed3f3e30efe267742c38f14c71151c,historical-boundary,Introduces CJS SEA useCodeCache and documents dynamic import caveat.,Performance claims are not effect-build support evidence.,2026-08-19T14:04:42Z
E-NODE-ASSETS,upstream-commit,Node.js project,SEA asset embedding and lookup,v21.7.0 / v20.12.0,ce8f085d2608cd54930efe0bcc42e5b2fa4614c3,nodejs/node,commit,commit message and diff; PR #50960,https://github.com/nodejs/node/commit/ce8f085d2608cd54930efe0bcc42e5b2fa4614c3,historical-boundary,Introduces asset configuration and initial node:sea runtime APIs.,getAssetKeys was added later.,2026-08-19T14:04:42Z
E-NODE-ARGV,upstream-commit,Node.js project,SEA execArgv,v24.7.0; backported v22.20.0,3fc70198e0ab7c34eee8887a7cc0d429a9fdebc7,nodejs/node,commit,commit message; PR #59314,https://github.com/nodejs/node/commit/3fc70198e0ab7c34eee8887a7cc0d429a9fdebc7,historical-boundary,Introduces embedded execution arguments.,Backport commit identity is not the same as the main-line commit.,2026-08-19T14:04:42Z
E-NODE-ARGVEXT,upstream-commit,Node.js project,SEA execArgvExtension,v24.7.0; backported v22.20.0,6722642e3d009a4d57f00357978f7879af82d403,nodejs/node,commit,commit message; PR #59560,https://github.com/nodejs/node/commit/6722642e3d009a4d57f00357978f7879af82d403,historical-boundary,Introduces none/env/cli execution-argument extension modes.,Effect-build must choose policy; Node's default is env.,2026-08-19T14:04:42Z
E-NODE-ASSET-KEYS,upstream-commit,Node.js project,sea.getAssetKeys(),v24.8.0 / v22.20.0,6428e2e4ca09539d696a8f43edaaf149b2751967,nodejs/node,commit,commit message; PR #59661,https://github.com/nodejs/node/commit/6428e2e4ca09539d696a8f43edaaf149b2751967,historical-boundary,Introduces enumeration of embedded asset keys.,No ordering guarantee beyond returned array content is assumed here.,2026-08-19T14:04:42Z
E-NODE-DIRECT,upstream-commit,Node.js project,Built-in --build-sea,v25.5.0,b351910af1a783052d4578f13be1a1af713f6511,nodejs/node,commit,commit message and diff; PR #61167,https://github.com/nodejs/node/commit/b351910af1a783052d4578f13be1a1af713f6511,historical-boundary,Introduces direct in-core SEA construction with LIEF.,Version alone is insufficient for custom builds compiled without LIEF.,2026-08-19T14:04:42Z
E-NODE-DIRECT-PATH,upstream-commit,Node.js project,Fix --build-sea default executable path,v25.7.0,62b0758c4701183a9c4c76d3ccc498eae4188fba,nodejs/node,commit,BuildSingleExecutable default executable selection; PR #61708,https://github.com/nodejs/node/commit/62b0758c4701183a9c4c76d3ccc498eae4188fba,historical-correction,Default-base mode uses the actual process executable rather than argv0.,Earlier direct versions need an adversarial argv0 probe if admitted.,2026-08-19T14:04:42Z
E-NODE-ESM,upstream-commit,Node.js project,ESM entry point in SEA,v25.7.0,2d874dfb8e079e73fcc313b46b8dd5de37ad9b07,nodejs/node,commit,commit message and diff; PR #61813,https://github.com/nodejs/node/commit/2d874dfb8e079e73fcc313b46b8dd5de37ad9b07,historical-boundary,Introduces mainFormat=module and ESM entrypoint semantics.,Initial ESM support did not include snapshot or code cache.,2026-08-19T14:04:42Z
E-NODE-ESM-CACHE,upstream-commit,Node.js project,ESM code cache in SEA,v25.9.0,9ff27fdb014c21e869966ffcd053c8e2d872d8c3,nodejs/node,commit,commit message and diff; PR #62158,https://github.com/nodejs/node/commit/9ff27fdb014c21e869966ffcd053c8e2d872d8c3,historical-boundary,Introduces code-cache support for ESM SEA entrypoints.,ESM snapshot remains unsupported; dynamic import caveat remains documented.,2026-08-19T14:04:42Z
E-NODE-RELEASE-INDEX,official-release-index,Node.js project,Node.js release index,observed 2026-08-19,,nodejs.org,en/blog/release,latest entries as of access date,https://nodejs.org/en/blog/release,current-at-research-date,"v26.7.0 Current, v24.19.0 LTS, and v22.23.2 LTS were the latest listed releases in their lines.",Release status/date context only; source behavior comes from exact tags.,2026-08-19T14:04:42Z
